ITEM©ö©ªE¡Ì	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	¡íoA¢® ¨¡C¢¬A¡Æ¢®	¡íoA¢®¢¯¢®¨ù¡© ¡íi ¢Ò¡×	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
72303	¡Æ©¡CeAC©öYAo	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_SELL	CONFIRM_WHEN_USE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	0	0	0	0	0	0	0	0
72304	Aa¨¬©öAC ¡¾¢¬¨ö¨ö	ITEM_USE	USE_ADD_ATTRIBUTE2	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
72305	¡íc¢ÒoAuAC ¨ùO¡ÆA¢¯i	ITEM_USE	USE_INVISIBILITY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	180	0	0	0	0	0	0	0
72306	©ö¡ì¡¾aAaAC ¢¬¨­¢¬©£	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	4	0	0	0	0	0	0	0
72307	©ö¡ì¡¾aAaAC ¨¬nAu¨ù¡©	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	5	0	0	0	0	0	0	0
72308	¢¬¢¬©øaCNA¢Ò	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
72309	¨ú©¬¡Æ©ªAC ¨¬nAu¨ù¡©	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
72310	AO¨úE¨ùu¨ù¡©	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	513	0	0	536870911	0	0	0	0	0
72311	¢¯e¨öAAC E?	ITEM_USE	USE_POTION_NODELAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	100	100	0	0	0	0
72312	¢¯e¨öAAC ¡Æ©ª¡ÆY	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	64	20	1800	0	0	0	0	0
72313	¢¯e¨öAAC ©ö©¡¨úi	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	65	20	1800	0	0	0	0	0
72314	¢¯e¨öAAC Aa¨¬©ö¨ù¡©	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
72501	¡Æ©¡CeAC ©öYAo(PC©ö©¡¢¯e)	ITEM_QUEST	USE_AFFECT	1	ANTI_SELL	NONE	NONE	NONE	500000	0	0	0	0	PC_BANG	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	75	30	72000	0	0	0	0	0
72502	¥ì¥ì¥ìIAC Aa¡Æ¨Ï(PC©ö©¡¢¯e)	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	PC_BANG	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	76	50	72000	0	0	0	0	0
72701	©öU¢Ò¡ÀAC ¨öA©ö©¬	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	1000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	30	APPLY_ATT_SPEED	10	APPLY_CAST_SPEED	20	1800	0	0	0	0	0	0	0	0
72702	©öU¢Ò¡ÀAC ¨öA©ö©¬+	ITEM_UNIQUE	UNIQUE_NONE	1	NONE	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	60	APPLY_NONE	0	APPLY_NONE	0	3000	0	0	0	0	0	0	0	0
72703	E¡Ì¡Æ¡Ë ¡¾I¡ÆEAI	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0
72704	¢¯e¡Æ¡Ë ¡¾I¡ÆEAI	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0
72705	E¡Ì¡Æ¡Ë ¨¡EAi	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0
72706	¢¯e¡Æ¡Ë ¨¡EAi	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0
72709	E¡Ì¡Æ¡Ë ¡¾I¡ÆEAI	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72710	¢¯e¡Æ¡Ë ¡¾I¡ÆEAI	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72711	E¡Ì¡Æ¡Ë ¨¡EAi	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72712	¢¯e¡Æ¡Ë ¨¡EAi	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
72723	E¡©¡¤©¡AC Aa¨¬©ö(¨ùO)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	3000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0
72724	E¡©¡¤©¡AC Aa¨¬©ö(A©¬)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3000000	0	0	0	0	0	0	0	0
72725	E¡©¡¤©¡AC Aa¨¬©ö(¢¥e)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7000000	0	0	0	0	0	0	0	0
72726	E¡©¡¤©¡AC Aa¨¬©ö(¨ö¨¬¨¡a¨ùE)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10000000	0	0	0	0	0	0	0	0
72727	¨ùo¡¤©¡AC Aa¨¬©ö(¨ùO)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100000	0	0	0	0	0	0	0	0
72728	¨ùo¡¤©¡AC Aa¨¬©ö(A©¬)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300000	0	0	0	0	0	0	0	0
72729	¨ùo¡¤©¡AC Aa¨¬©ö(¢¥e)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	700000	0	0	0	0	0	0	0	0
72730	¨ùo¡¤©¡AC Aa¨¬©ö(¨ö¨¬¨¡a¨ùE)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0
73001	¢¯i¨ùo¢¯¢® Au ¨ùoA¨¡(¨¬OA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1001	0	0	0	0	0
73002	¢¯i¨ùo¢¯¢® Au ¨ùoA¨¡(¢¯¡þ¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1002	0	0	0	0	0
73003	¢¯i¨ùo¢¯¢® Au ¨ùoA¨¡(CI¢¥A¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1003	0	0	0	0	0
73004	¢¯i¨ùo¢¯¢® Au ¨ùoA¨¡(¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1004	0	0	0	0	0
73005	¢¥I¨¡¢ç©öe¥ìa(¨¬OA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1005	0	0	0	0	0
73006	¢¥I¨¡¢ç©öe¥ìa(A¨ùA¨Ï©ö¡ì¢¥I)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1006	0	0	0	0	0
73007	¢¥I¨¡¢ç©öe¥ìa(¨¡A¢Òo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1007	0	0	0	0	0
73008	¢¥I¨¡¢ç©öe¥ìa(AE¡¤I©ö¢ç¨úc)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1008	0	0	0	0	0
73009	Aa©ö©¬ ©ö¡©A¨ö¢¬O¢¬¢ç(¡ÆEA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1009	0	0	0	0	0
73010	Aa©ö©¬ ©ö¡©A¨ö¢¬O¢¬¢ç(¨¬OA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1010	0	0	0	0	0
73011	Aa©ö©¬ ©ö¡©A¨ö¢¬O¢¬¢ç(¢¯¡þ¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1011	0	0	0	0	0
73012	Aa©ö©¬ ©ö¡©A¨ö¢¬O¢¬¢ç(¢¯¡þ¡¤I¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1012	0	0	0	0	0
73251	©øoA¨¬ ¨¡¡À¢¥IA¡¿AI(¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2001	0	0	0	0	0
73252	©øoA¨¬ ¨¡¡À¢¥IA¡¿AI(AE¡¤I¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2002	0	0	0	0	0
73253	©øoA¨¬ ¨¡¡À¢¥IA¡¿AI(A¡í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2003	0	0	0	0	0
73254	©øoA¨¬ ¨¡¡À¢¥IA¡¿AI(¨ú¨¡AI¨¬¢¬¢¬¢ç)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2004	0	0	0	0	0
73255	©öI¥ì©£¨úo ¨ùoA¨¡(¨¬OA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2005	0	0	0	0	0
73256	©öI¥ì©£¨úo ¨ùoA¨¡(¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2006	0	0	0	0	0
73257	©öI¥ì©£¨úo ¨ùoA¨¡(¢¯¡þ¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2007	0	0	0	0	0
73258	©öI¥ì©£¨úo ¨ùoA¨¡(¨¬¢¬¢Òo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2008	0	0	0	0	0
73259	¨ùoA¨¡(¨¬OA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2009	0	0	0	0	0
73260	¨ùoA¨¡(CI¢¥A¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2010	0	0	0	0	0
73261	¨ùoA¨¡(¡ÆEA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2011	0	0	0	0	0
73262	¨ùoA¨¡(©øe¢Òo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2012	0	0	0	0	0
73501	¨ö¨¬¨¡¡À¨¡¨ù(Eo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3001	0	0	0	0	0
73502	¨ö¨¬¨¡¡À¨¡¨ù(¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3002	0	0	0	0	0
73503	¨ö¨¬¨¡¡À¨¡¨ù(©øe¢Òo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3003	0	0	0	0	0
73504	¨ö¨¬¨¡¡À¨¡¨ù(AE¡¤I¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3004	0	0	0	0	0
73505	A¡ì¢¬¢ç¨ö¨¬¢¬¢Ò(Eo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3005	0	0	0	0	0
73506	A¡ì¢¬¢ç¨ö¨¬¢¬¢Ò(¡í¢®¡Æ¡Ì¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3006	0	0	0	0	0
73507	A¡ì¢¬¢ç¨ö¨¬¢¬¢Ò(¡ÆEA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3007	0	0	0	0	0
73508	A¡ì¢¬¢ç¨ö¨¬¢¬¢Ò(¨¬¢¬¢Òo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3008	0	0	0	0	0
73509	¨ù¨ù¡¤A¥ìE ¢¯A©öe(Eo¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3009	0	0	0	0	0
73510	¨ù¨ù¡¤A¥ìE ¢¯A©öe(CI¢¥A¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3010	0	0	0	0	0
73511	¨ù¨ù¡¤A¥ìE ¢¯A©öe(¡ÆEA¨¬¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3011	0	0	0	0	0
73512	¨ù¨ù¡¤A¥ìE ¢¯A©öe(¡Æ¡Í¡ío)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3012	0	0	0	0	0
